기준년월,행정동명,방문자 구분,방문자 수
20251101,충장동,외지인방문자(b),61960.0
20251101,충장동,전체방문자(a+b),87014.0
20251101,충장동,현지인방문자(a),25053.0
20251102,충장동,외지인방문자(b),44902.0
20251102,충장동,전체방문자(a+b),66566.0
20251102,충장동,현지인방문자(a),21665.0
20251103,충장동,외지인방문자(b),31801.0
20251103,충장동,전체방문자(a+b),60302.0
20251103,충장동,현지인방문자(a),28500.0
20251104,충장동,외지인방문자(b),32750.0
20251104,충장동,전체방문자(a+b),62226.0
20251104,충장동,현지인방문자(a),29477.0
20251105,충장동,외지인방문자(b),35448.0
20251105,충장동,전체방문자(a+b),65772.0
20251105,충장동,현지인방문자(a),30324.0
20251106,충장동,외지인방문자(b),36194.0
20251106,충장동,전체방문자(a+b),65566.0
20251106,충장동,현지인방문자(a),29372.0
20251107,충장동,외지인방문자(b),41310.0
20251107,충장동,전체방문자(a+b),70914.0
20251107,충장동,현지인방문자(a),29603.0
20251108,충장동,외지인방문자(b),54870.0
20251108,충장동,전체방문자(a+b),78376.0
20251108,충장동,현지인방문자(a),23506.0
20251109,충장동,외지인방문자(b),45882.0
20251109,충장동,전체방문자(a+b),67746.0
20251109,충장동,현지인방문자(a),21864.0
20251110,충장동,외지인방문자(b),33422.0
20251110,충장동,전체방문자(a+b),61806.0
20251110,충장동,현지인방문자(a),28385.0
20251111,충장동,외지인방문자(b),35416.0
20251111,충장동,전체방문자(a+b),64127.0
20251111,충장동,현지인방문자(a),28710.0
20251112,충장동,외지인방문자(b),36680.0
20251112,충장동,전체방문자(a+b),66206.0
20251112,충장동,현지인방문자(a),29526.0
20251113,충장동,외지인방문자(b),40222.0
20251113,충장동,전체방문자(a+b),69094.0
20251113,충장동,현지인방문자(a),28872.0
20251114,충장동,외지인방문자(b),45241.0
20251114,충장동,전체방문자(a+b),74795.0
20251114,충장동,현지인방문자(a),29554.0
20251115,충장동,외지인방문자(b),64267.0
20251115,충장동,전체방문자(a+b),88767.0
20251115,충장동,현지인방문자(a),24500.0
20251116,충장동,외지인방문자(b),47246.0
20251116,충장동,전체방문자(a+b),68834.0
20251116,충장동,현지인방문자(a),21588.0
20251117,충장동,외지인방문자(b),32728.0
20251117,충장동,전체방문자(a+b),60518.0
20251117,충장동,현지인방문자(a),27790.0
20251118,충장동,외지인방문자(b),35007.0
20251118,충장동,전체방문자(a+b),63329.0
20251118,충장동,현지인방문자(a),28322.0
20251119,충장동,외지인방문자(b),36834.0
20251119,충장동,전체방문자(a+b),65716.0
20251119,충장동,현지인방문자(a),28882.0
20251120,충장동,외지인방문자(b),36799.0
20251120,충장동,전체방문자(a+b),65772.0
20251120,충장동,현지인방문자(a),28973.0
20251121,충장동,외지인방문자(b),43239.0
20251121,충장동,전체방문자(a+b),72782.0
20251121,충장동,현지인방문자(a),29544.0
20251122,충장동,외지인방문자(b),60599.0
20251122,충장동,전체방문자(a+b),84452.0
20251122,충장동,현지인방문자(a),23852.0
20251123,충장동,외지인방문자(b),45409.0
20251123,충장동,전체방문자(a+b),66734.0
20251123,충장동,현지인방문자(a),21326.0
20251124,충장동,외지인방문자(b),34804.0
20251124,충장동,전체방문자(a+b),62755.0
20251124,충장동,현지인방문자(a),27951.0
20251125,충장동,외지인방문자(b),33943.0
20251125,충장동,전체방문자(a+b),61747.0
20251125,충장동,현지인방문자(a),27804.0
20251126,충장동,외지인방문자(b),39966.0
20251126,충장동,전체방문자(a+b),69878.0
20251126,충장동,현지인방문자(a),29911.0
20251127,충장동,외지인방문자(b),35808.0
20251127,충장동,전체방문자(a+b),63766.0
20251127,충장동,현지인방문자(a),27958.0
20251128,충장동,외지인방문자(b),45398.0
20251128,충장동,전체방문자(a+b),74571.0
20251128,충장동,현지인방문자(a),29172.0
20251129,충장동,외지인방문자(b),65142.0
20251129,충장동,전체방문자(a+b),89495.0
20251129,충장동,현지인방문자(a),24353.0
20251130,충장동,외지인방문자(b),49910.0
20251130,충장동,전체방문자(a+b),72440.0
20251130,충장동,현지인방문자(a),22530.0
