기준년월,행정동명,방문자 구분,방문자 수
20250601,동명동,외지인방문자(b),13139.0
20250601,동명동,전체방문자(a+b),23656.0
20250601,동명동,현지인방문자(a),10518.0
20250602,동명동,외지인방문자(b),10406.0
20250602,동명동,전체방문자(a+b),22890.0
20250602,동명동,현지인방문자(a),12484.0
20250603,동명동,외지인방문자(b),12649.0
20250603,동명동,전체방문자(a+b),23737.0
20250603,동명동,현지인방문자(a),11088.0
20250604,동명동,외지인방문자(b),9768.0
20250604,동명동,전체방문자(a+b),23450.0
20250604,동명동,현지인방문자(a),13682.0
20250605,동명동,외지인방문자(b),11896.0
20250605,동명동,전체방문자(a+b),26016.0
20250605,동명동,현지인방문자(a),14119.0
20250606,동명동,외지인방문자(b),17710.0
20250606,동명동,전체방문자(a+b),27951.0
20250606,동명동,현지인방문자(a),10241.0
20250607,동명동,외지인방문자(b),18854.0
20250607,동명동,전체방문자(a+b),29362.0
20250607,동명동,현지인방문자(a),10507.0
20250608,동명동,외지인방문자(b),12764.0
20250608,동명동,전체방문자(a+b),23026.0
20250608,동명동,현지인방문자(a),10262.0
20250609,동명동,외지인방문자(b),9163.0
20250609,동명동,전체방문자(a+b),22022.0
20250609,동명동,현지인방문자(a),12859.0
20250610,동명동,외지인방문자(b),10216.0
20250610,동명동,전체방문자(a+b),24283.0
20250610,동명동,현지인방문자(a),14066.0
20250611,동명동,외지인방문자(b),10822.0
20250611,동명동,전체방문자(a+b),24818.0
20250611,동명동,현지인방문자(a),13996.0
20250612,동명동,외지인방문자(b),11466.0
20250612,동명동,전체방문자(a+b),25350.0
20250612,동명동,현지인방문자(a),13884.0
20250613,동명동,외지인방문자(b),11882.0
20250613,동명동,전체방문자(a+b),25456.0
20250613,동명동,현지인방문자(a),13573.0
20250614,동명동,외지인방문자(b),17370.0
20250614,동명동,전체방문자(a+b),28802.0
20250614,동명동,현지인방문자(a),11431.0
20250615,동명동,외지인방문자(b),12750.0
20250615,동명동,전체방문자(a+b),23254.0
20250615,동명동,현지인방문자(a),10504.0
20250616,동명동,외지인방문자(b),9051.0
20250616,동명동,전체방문자(a+b),21640.0
20250616,동명동,현지인방문자(a),12590.0
20250617,동명동,외지인방문자(b),10818.0
20250617,동명동,전체방문자(a+b),25092.0
20250617,동명동,현지인방문자(a),14273.0
20250618,동명동,외지인방문자(b),11025.0
20250618,동명동,전체방문자(a+b),25120.0
20250618,동명동,현지인방문자(a),14094.0
20250619,동명동,외지인방문자(b),12334.0
20250619,동명동,전체방문자(a+b),26908.0
20250619,동명동,현지인방문자(a),14574.0
20250620,동명동,외지인방문자(b),13440.0
20250620,동명동,전체방문자(a+b),27601.0
20250620,동명동,현지인방문자(a),14161.0
20250621,동명동,외지인방문자(b),14980.0
20250621,동명동,전체방문자(a+b),25158.0
20250621,동명동,현지인방문자(a),10178.0
20250622,동명동,외지인방문자(b),13916.0
20250622,동명동,전체방문자(a+b),24682.0
20250622,동명동,현지인방문자(a),10766.0
20250623,동명동,외지인방문자(b),12120.0
20250623,동명동,전체방문자(a+b),25571.0
20250623,동명동,현지인방문자(a),13450.0
20250624,동명동,외지인방문자(b),11277.0
20250624,동명동,전체방문자(a+b),24602.0
20250624,동명동,현지인방문자(a),13324.0
20250625,동명동,외지인방문자(b),12677.0
20250625,동명동,전체방문자(a+b),26372.0
20250625,동명동,현지인방문자(a),13696.0
20250626,동명동,외지인방문자(b),13062.0
20250626,동명동,전체방문자(a+b),26705.0
20250626,동명동,현지인방문자(a),13643.0
20250627,동명동,외지인방문자(b),14808.0
20250627,동명동,전체방문자(a+b),28336.0
20250627,동명동,현지인방문자(a),13528.0
20250628,동명동,외지인방문자(b),19324.0
20250628,동명동,전체방문자(a+b),29771.0
20250628,동명동,현지인방문자(a),10448.0
20250629,동명동,외지인방문자(b),14560.0
20250629,동명동,전체방문자(a+b),24556.0
20250629,동명동,현지인방문자(a),9996.0
20250630,동명동,외지인방문자(b),10924.0
20250630,동명동,전체방문자(a+b),23219.0
20250630,동명동,현지인방문자(a),12296.0
