기준년월,행정동명,방문자 구분,방문자 수
20251201,충장동,외지인방문자(b),32235.0
20251201,충장동,전체방문자(a+b),60028.0
20251201,충장동,현지인방문자(a),27794.0
20251202,충장동,외지인방문자(b),31430.0
20251202,충장동,전체방문자(a+b),58646.0
20251202,충장동,현지인방문자(a),27216.0
20251203,충장동,외지인방문자(b),33890.0
20251203,충장동,전체방문자(a+b),61660.0
20251203,충장동,현지인방문자(a),27769.0
20251204,충장동,외지인방문자(b),35298.0
20251204,충장동,전체방문자(a+b),63270.0
20251204,충장동,현지인방문자(a),27972.0
20251205,충장동,외지인방문자(b),42077.0
20251205,충장동,전체방문자(a+b),70494.0
20251205,충장동,현지인방문자(a),28416.0
20251206,충장동,외지인방문자(b),61800.0
20251206,충장동,전체방문자(a+b),86611.0
20251206,충장동,현지인방문자(a),24812.0
20251207,충장동,외지인방문자(b),48822.0
20251207,충장동,전체방문자(a+b),70752.0
20251207,충장동,현지인방문자(a),21931.0
20251208,충장동,외지인방문자(b),34402.0
20251208,충장동,전체방문자(a+b),61726.0
20251208,충장동,현지인방문자(a),27324.0
20251209,충장동,외지인방문자(b),37457.0
20251209,충장동,전체방문자(a+b),64834.0
20251209,충장동,현지인방문자(a),27377.0
20251210,충장동,외지인방문자(b),39498.0
20251210,충장동,전체방문자(a+b),67624.0
20251210,충장동,현지인방문자(a),28126.0
20251211,충장동,외지인방문자(b),39130.0
20251211,충장동,전체방문자(a+b),67084.0
20251211,충장동,현지인방문자(a),27954.0
20251212,충장동,외지인방문자(b),46526.0
20251212,충장동,전체방문자(a+b),74634.0
20251212,충장동,현지인방문자(a),28108.0
20251213,충장동,외지인방문자(b),56385.0
20251213,충장동,전체방문자(a+b),78834.0
20251213,충장동,현지인방문자(a),22449.0
20251214,충장동,외지인방문자(b),48748.0
20251214,충장동,전체방문자(a+b),69860.0
20251214,충장동,현지인방문자(a),21112.0
20251215,충장동,외지인방문자(b),36316.0
20251215,충장동,전체방문자(a+b),62811.0
20251215,충장동,현지인방문자(a),26495.0
20251216,충장동,외지인방문자(b),37310.0
20251216,충장동,전체방문자(a+b),64410.0
20251216,충장동,현지인방문자(a),27100.0
20251217,충장동,외지인방문자(b),41878.0
20251217,충장동,전체방문자(a+b),70007.0
20251217,충장동,현지인방문자(a),28130.0
20251218,충장동,외지인방문자(b),43078.0
20251218,충장동,전체방문자(a+b),71418.0
20251218,충장동,현지인방문자(a),28340.0
20251219,충장동,외지인방문자(b),49710.0
20251219,충장동,전체방문자(a+b),78908.0
20251219,충장동,현지인방문자(a),29197.0
20251220,충장동,외지인방문자(b),67022.0
20251220,충장동,전체방문자(a+b),91378.0
20251220,충장동,현지인방문자(a),24356.0
20251221,충장동,외지인방문자(b),53722.0
20251221,충장동,전체방문자(a+b),75950.0
20251221,충장동,현지인방문자(a),22228.0
20251222,충장동,외지인방문자(b),39802.0
20251222,충장동,전체방문자(a+b),67246.0
20251222,충장동,현지인방문자(a),27444.0
20251223,충장동,외지인방문자(b),40950.0
20251223,충장동,전체방문자(a+b),67988.0
20251223,충장동,현지인방문자(a),27038.0
20251224,충장동,외지인방문자(b),53876.0
20251224,충장동,전체방문자(a+b),83408.0
20251224,충장동,현지인방문자(a),29533.0
20251225,충장동,외지인방문자(b),86754.0
20251225,충장동,전체방문자(a+b),112214.0
20251225,충장동,현지인방문자(a),25459.0
20251226,충장동,외지인방문자(b),47940.0
20251226,충장동,전체방문자(a+b),74221.0
20251226,충장동,현지인방문자(a),26282.0
20251227,충장동,외지인방문자(b),60977.0
20251227,충장동,전체방문자(a+b),84147.0
20251227,충장동,현지인방문자(a),23170.0
20251228,충장동,외지인방문자(b),49340.0
20251228,충장동,전체방문자(a+b),70644.0
20251228,충장동,현지인방문자(a),21304.0
20251229,충장동,외지인방문자(b),41948.0
20251229,충장동,전체방문자(a+b),68306.0
20251229,충장동,현지인방문자(a),26358.0
20251230,충장동,외지인방문자(b),42910.0
20251230,충장동,전체방문자(a+b),70228.0
20251230,충장동,현지인방문자(a),27318.0
20251231,충장동,외지인방문자(b),52598.0
20251231,충장동,전체방문자(a+b),81008.0
20251231,충장동,현지인방문자(a),28410.0
