기준년월,행정동명,방문자 구분,방문자 수
20250301,동명동,외지인방문자(b),16950.0
20250301,동명동,전체방문자(a+b),25501.0
20250301,동명동,현지인방문자(a),8550.0
20250302,동명동,외지인방문자(b),16072.0
20250302,동명동,전체방문자(a+b),24941.0
20250302,동명동,현지인방문자(a),8869.0
20250303,동명동,외지인방문자(b),12929.0
20250303,동명동,전체방문자(a+b),21256.0
20250303,동명동,현지인방문자(a),8326.0
20250304,동명동,외지인방문자(b),11980.0
20250304,동명동,전체방문자(a+b),22897.0
20250304,동명동,현지인방문자(a),10916.0
20250305,동명동,외지인방문자(b),12985.0
20250305,동명동,전체방문자(a+b),24462.0
20250305,동명동,현지인방문자(a),11476.0
20250306,동명동,외지인방문자(b),13542.0
20250306,동명동,전체방문자(a+b),25022.0
20250306,동명동,현지인방문자(a),11480.0
20250307,동명동,외지인방문자(b),15358.0
20250307,동명동,전체방문자(a+b),27622.0
20250307,동명동,현지인방문자(a),12264.0
20250308,동명동,외지인방문자(b),18865.0
20250308,동명동,전체방문자(a+b),29144.0
20250308,동명동,현지인방문자(a),10280.0
20250309,동명동,외지인방문자(b),14511.0
20250309,동명동,전체방문자(a+b),23660.0
20250309,동명동,현지인방문자(a),9149.0
20250310,동명동,외지인방문자(b),13440.0
20250310,동명동,전체방문자(a+b),24804.0
20250310,동명동,현지인방문자(a),11364.0
20250311,동명동,외지인방문자(b),14252.0
20250311,동명동,전체방문자(a+b),26313.0
20250311,동명동,현지인방문자(a),12061.0
20250312,동명동,외지인방문자(b),14994.0
20250312,동명동,전체방문자(a+b),26964.0
20250312,동명동,현지인방문자(a),11970.0
20250313,동명동,외지인방문자(b),14700.0
20250313,동명동,전체방문자(a+b),26918.0
20250313,동명동,현지인방문자(a),12218.0
20250314,동명동,외지인방문자(b),16810.0
20250314,동명동,전체방문자(a+b),29376.0
20250314,동명동,현지인방문자(a),12565.0
20250315,동명동,외지인방문자(b),20188.0
20250315,동명동,전체방문자(a+b),30114.0
20250315,동명동,현지인방문자(a),9926.0
20250316,동명동,외지인방문자(b),13734.0
20250316,동명동,전체방문자(a+b),22376.0
20250316,동명동,현지인방문자(a),8642.0
20250317,동명동,외지인방문자(b),12740.0
20250317,동명동,전체방문자(a+b),23748.0
20250317,동명동,현지인방문자(a),11008.0
20250318,동명동,외지인방문자(b),12316.0
20250318,동명동,전체방문자(a+b),22894.0
20250318,동명동,현지인방문자(a),10577.0
20250319,동명동,외지인방문자(b),13447.0
20250319,동명동,전체방문자(a+b),25154.0
20250319,동명동,현지인방문자(a),11708.0
20250320,동명동,외지인방문자(b),14406.0
20250320,동명동,전체방문자(a+b),26229.0
20250320,동명동,현지인방문자(a),11823.0
20250321,동명동,외지인방문자(b),17003.0
20250321,동명동,전체방문자(a+b),29292.0
20250321,동명동,현지인방문자(a),12288.0
20250322,동명동,외지인방문자(b),21091.0
20250322,동명동,전체방문자(a+b),31336.0
20250322,동명동,현지인방문자(a),10244.0
20250323,동명동,외지인방문자(b),15491.0
20250323,동명동,전체방문자(a+b),24703.0
20250323,동명동,현지인방문자(a),9212.0
20250324,동명동,외지인방문자(b),13167.0
20250324,동명동,전체방문자(a+b),24496.0
20250324,동명동,현지인방문자(a),11330.0
20250325,동명동,외지인방문자(b),13524.0
20250325,동명동,전체방문자(a+b),25445.0
20250325,동명동,현지인방문자(a),11921.0
20250326,동명동,외지인방문자(b),14238.0
20250326,동명동,전체방문자(a+b),26288.0
20250326,동명동,현지인방문자(a),12050.0
20250327,동명동,외지인방문자(b),13618.0
20250327,동명동,전체방문자(a+b),25200.0
20250327,동명동,현지인방문자(a),11582.0
20250328,동명동,외지인방문자(b),15564.0
20250328,동명동,전체방문자(a+b),27615.0
20250328,동명동,현지인방문자(a),12050.0
20250329,동명동,외지인방문자(b),18266.0
20250329,동명동,전체방문자(a+b),27951.0
20250329,동명동,현지인방문자(a),9684.0
20250330,동명동,외지인방문자(b),13982.0
20250330,동명동,전체방문자(a+b),22362.0
20250330,동명동,현지인방문자(a),8379.0
20250331,동명동,외지인방문자(b),12376.0
20250331,동명동,전체방문자(a+b),23188.0
20250331,동명동,현지인방문자(a),10812.0
