기준년월,행정동명,방문자 구분,방문자 수
20260101,동명동,외지인방문자(b),13828.0
20260101,동명동,전체방문자(a+b),22638.0
20260101,동명동,현지인방문자(a),8810.0
20260102,동명동,외지인방문자(b),12302.0
20260102,동명동,전체방문자(a+b),23646.0
20260102,동명동,현지인방문자(a),11344.0
20260103,동명동,외지인방문자(b),17804.0
20260103,동명동,전체방문자(a+b),28147.0
20260103,동명동,현지인방문자(a),10342.0
20260104,동명동,외지인방문자(b),13307.0
20260104,동명동,전체방문자(a+b),22813.0
20260104,동명동,현지인방문자(a),9506.0
20260105,동명동,외지인방문자(b),9723.0
20260105,동명동,전체방문자(a+b),21340.0
20260105,동명동,현지인방문자(a),11616.0
20260106,동명동,외지인방문자(b),10073.0
20260106,동명동,전체방문자(a+b),21504.0
20260106,동명동,현지인방문자(a),11431.0
20260107,동명동,외지인방문자(b),10336.0
20260107,동명동,전체방문자(a+b),22102.0
20260107,동명동,현지인방문자(a),11767.0
20260108,동명동,외지인방문자(b),10112.0
20260108,동명동,전체방문자(a+b),21746.0
20260108,동명동,현지인방문자(a),11634.0
20260109,동명동,외지인방문자(b),13044.0
20260109,동명동,전체방문자(a+b),25364.0
20260109,동명동,현지인방문자(a),12320.0
20260110,동명동,외지인방문자(b),17818.0
20260110,동명동,전체방문자(a+b),28161.0
20260110,동명동,현지인방문자(a),10342.0
20260111,동명동,외지인방문자(b),11862.0
20260111,동명동,전체방문자(a+b),21273.0
20260111,동명동,현지인방문자(a),9412.0
20260112,동명동,외지인방문자(b),9681.0
20260112,동명동,전체방문자(a+b),20744.0
20260112,동명동,현지인방문자(a),11064.0
20260113,동명동,외지인방문자(b),10952.0
20260113,동명동,전체방문자(a+b),22827.0
20260113,동명동,현지인방문자(a),11876.0
20260114,동명동,외지인방문자(b),11714.0
20260114,동명동,전체방문자(a+b),23516.0
20260114,동명동,현지인방문자(a),11802.0
20260115,동명동,외지인방문자(b),12246.0
20260115,동명동,전체방문자(a+b),24314.0
20260115,동명동,현지인방문자(a),12068.0
20260116,동명동,외지인방문자(b),13786.0
20260116,동명동,전체방문자(a+b),26498.0
20260116,동명동,현지인방문자(a),12712.0
20260117,동명동,외지인방문자(b),19302.0
20260117,동명동,전체방문자(a+b),29516.0
20260117,동명동,현지인방문자(a),10213.0
20260118,동명동,외지인방문자(b),14301.0
20260118,동명동,전체방문자(a+b),23670.0
20260118,동명동,현지인방문자(a),9370.0
20260119,동명동,외지인방문자(b),10199.0
20260119,동명동,전체방문자(a+b),20979.0
20260119,동명동,현지인방문자(a),10780.0
20260120,동명동,외지인방문자(b),11312.0
20260120,동명동,전체방문자(a+b),22582.0
20260120,동명동,현지인방문자(a),11270.0
20260121,동명동,외지인방문자(b),10661.0
20260121,동명동,전체방문자(a+b),22092.0
20260121,동명동,현지인방문자(a),11431.0
20260122,동명동,외지인방문자(b),11417.0
20260122,동명동,전체방문자(a+b),22631.0
20260122,동명동,현지인방문자(a),11214.0
20260123,동명동,외지인방문자(b),13769.0
20260123,동명동,전체방문자(a+b),25753.0
20260123,동명동,현지인방문자(a),11984.0
20260124,동명동,외지인방문자(b),19422.0
20260124,동명동,전체방문자(a+b),29246.0
20260124,동명동,현지인방문자(a),9824.0
20260125,동명동,외지인방문자(b),14396.0
20260125,동명동,전체방문자(a+b),23814.0
20260125,동명동,현지인방문자(a),9418.0
20260126,동명동,외지인방문자(b),10846.0
20260126,동명동,전체방문자(a+b),21707.0
20260126,동명동,현지인방문자(a),10860.0
20260127,동명동,외지인방문자(b),11946.0
20260127,동명동,전체방문자(a+b),23366.0
20260127,동명동,현지인방문자(a),11420.0
20260128,동명동,외지인방문자(b),11788.0
20260128,동명동,전체방문자(a+b),23538.0
20260128,동명동,현지인방문자(a),11750.0
20260129,동명동,외지인방문자(b),11938.0
20260129,동명동,전체방문자(a+b),23138.0
20260129,동명동,현지인방문자(a),11200.0
20260130,동명동,외지인방문자(b),14189.0
20260130,동명동,전체방문자(a+b),26103.0
20260130,동명동,현지인방문자(a),11914.0
20260131,동명동,외지인방문자(b),19537.0
20260131,동명동,전체방문자(a+b),29460.0
20260131,동명동,현지인방문자(a),9922.0
