기준년월,행정동명,방문자 구분,방문자 수
20251001,동명동,외지인방문자(b),11704.0
20251001,동명동,전체방문자(a+b),25375.0
20251001,동명동,현지인방문자(a),13671.0
20251002,동명동,외지인방문자(b),14382.0
20251002,동명동,전체방문자(a+b),27825.0
20251002,동명동,현지인방문자(a),13444.0
20251003,동명동,외지인방문자(b),18466.0
20251003,동명동,전체방문자(a+b),28000.0
20251003,동명동,현지인방문자(a),9534.0
20251004,동명동,외지인방문자(b),22561.0
20251004,동명동,전체방문자(a+b),32588.0
20251004,동명동,현지인방문자(a),10028.0
20251005,동명동,외지인방문자(b),18812.0
20251005,동명동,전체방문자(a+b),27174.0
20251005,동명동,현지인방문자(a),8362.0
20251006,동명동,외지인방문자(b),14990.0
20251006,동명동,전체방문자(a+b),21616.0
20251006,동명동,현지인방문자(a),6626.0
20251007,동명동,외지인방문자(b),19744.0
20251007,동명동,전체방문자(a+b),27349.0
20251007,동명동,현지인방문자(a),7606.0
20251008,동명동,외지인방문자(b),21326.0
20251008,동명동,전체방문자(a+b),30401.0
20251008,동명동,현지인방문자(a),9076.0
20251009,동명동,외지인방문자(b),16762.0
20251009,동명동,전체방문자(a+b),26008.0
20251009,동명동,현지인방문자(a),9247.0
20251010,동명동,외지인방문자(b),16121.0
20251010,동명동,전체방문자(a+b),28469.0
20251010,동명동,현지인방문자(a),12348.0
20251011,동명동,외지인방문자(b),18340.0
20251011,동명동,전체방문자(a+b),29530.0
20251011,동명동,현지인방문자(a),11190.0
20251012,동명동,외지인방문자(b),12750.0
20251012,동명동,전체방문자(a+b),23096.0
20251012,동명동,현지인방문자(a),10346.0
20251013,동명동,외지인방문자(b),9642.0
20251013,동명동,전체방문자(a+b),21990.0
20251013,동명동,현지인방문자(a),12348.0
20251014,동명동,외지인방문자(b),10098.0
20251014,동명동,전체방문자(a+b),22908.0
20251014,동명동,현지인방문자(a),12810.0
20251015,동명동,외지인방문자(b),11728.0
20251015,동명동,전체방문자(a+b),25000.0
20251015,동명동,현지인방문자(a),13272.0
20251016,동명동,외지인방문자(b),12064.0
20251016,동명동,전체방문자(a+b),25228.0
20251016,동명동,현지인방문자(a),13164.0
20251017,동명동,외지인방문자(b),13475.0
20251017,동명동,전체방문자(a+b),26890.0
20251017,동명동,현지인방문자(a),13416.0
20251018,동명동,외지인방문자(b),21508.0
20251018,동명동,전체방문자(a+b),33344.0
20251018,동명동,현지인방문자(a),11837.0
20251019,동명동,외지인방문자(b),16236.0
20251019,동명동,전체방문자(a+b),27139.0
20251019,동명동,현지인방문자(a),10902.0
20251020,동명동,외지인방문자(b),10280.0
20251020,동명동,전체방문자(a+b),22460.0
20251020,동명동,현지인방문자(a),12180.0
20251021,동명동,외지인방문자(b),10706.0
20251021,동명동,전체방문자(a+b),23104.0
20251021,동명동,현지인방문자(a),12397.0
20251022,동명동,외지인방문자(b),11508.0
20251022,동명동,전체방문자(a+b),24339.0
20251022,동명동,현지인방문자(a),12831.0
20251023,동명동,외지인방문자(b),12614.0
20251023,동명동,전체방문자(a+b),25876.0
20251023,동명동,현지인방문자(a),13262.0
20251024,동명동,외지인방문자(b),15015.0
20251024,동명동,전체방문자(a+b),28770.0
20251024,동명동,현지인방문자(a),13755.0
20251025,동명동,외지인방문자(b),21224.0
20251025,동명동,전체방문자(a+b),32830.0
20251025,동명동,현지인방문자(a),11606.0
20251026,동명동,외지인방문자(b),15004.0
20251026,동명동,전체방문자(a+b),24952.0
20251026,동명동,현지인방문자(a),9947.0
20251027,동명동,외지인방문자(b),11414.0
20251027,동명동,전체방문자(a+b),23548.0
20251027,동명동,현지인방문자(a),12134.0
20251028,동명동,외지인방문자(b),12610.0
20251028,동명동,전체방문자(a+b),24969.0
20251028,동명동,현지인방문자(a),12358.0
20251029,동명동,외지인방문자(b),12677.0
20251029,동명동,전체방문자(a+b),25508.0
20251029,동명동,현지인방문자(a),12831.0
20251030,동명동,외지인방문자(b),13128.0
20251030,동명동,전체방문자(a+b),25991.0
20251030,동명동,현지인방문자(a),12862.0
20251031,동명동,외지인방문자(b),15582.0
20251031,동명동,전체방문자(a+b),28934.0
20251031,동명동,현지인방문자(a),13352.0
