기준년월,행정동명,방문자 구분,방문자 수
20250901,동명동,외지인방문자(b),11389.0
20250901,동명동,전체방문자(a+b),23933.0
20250901,동명동,현지인방문자(a),12544.0
20250902,동명동,외지인방문자(b),12460.0
20250902,동명동,전체방문자(a+b),25795.0
20250902,동명동,현지인방문자(a),13335.0
20250903,동명동,외지인방문자(b),12554.0
20250903,동명동,전체방문자(a+b),26117.0
20250903,동명동,현지인방문자(a),13562.0
20250904,동명동,외지인방문자(b),12324.0
20250904,동명동,전체방문자(a+b),25210.0
20250904,동명동,현지인방문자(a),12887.0
20250905,동명동,외지인방문자(b),14094.0
20250905,동명동,전체방문자(a+b),27660.0
20250905,동명동,현지인방문자(a),13566.0
20250906,동명동,외지인방문자(b),19708.0
20250906,동명동,전체방문자(a+b),30894.0
20250906,동명동,현지인방문자(a),11186.0
20250907,동명동,외지인방문자(b),12390.0
20250907,동명동,전체방문자(a+b),22155.0
20250907,동명동,현지인방문자(a),9765.0
20250908,동명동,외지인방문자(b),10675.0
20250908,동명동,전체방문자(a+b),22918.0
20250908,동명동,현지인방문자(a),12243.0
20250909,동명동,외지인방문자(b),11378.0
20250909,동명동,전체방문자(a+b),24230.0
20250909,동명동,현지인방문자(a),12852.0
20250910,동명동,외지인방문자(b),13426.0
20250910,동명동,전체방문자(a+b),27038.0
20250910,동명동,현지인방문자(a),13612.0
20250911,동명동,외지인방문자(b),14413.0
20250911,동명동,전체방문자(a+b),28105.0
20250911,동명동,현지인방문자(a),13692.0
20250912,동명동,외지인방문자(b),15218.0
20250912,동명동,전체방문자(a+b),28616.0
20250912,동명동,현지인방문자(a),13398.0
20250913,동명동,외지인방문자(b),19565.0
20250913,동명동,전체방문자(a+b),30166.0
20250913,동명동,현지인방문자(a),10602.0
20250914,동명동,외지인방문자(b),14388.0
20250914,동명동,전체방문자(a+b),24594.0
20250914,동명동,현지인방문자(a),10206.0
20250915,동명동,외지인방문자(b),11585.0
20250915,동명동,전체방문자(a+b),23908.0
20250915,동명동,현지인방문자(a),12324.0
20250916,동명동,외지인방문자(b),12432.0
20250916,동명동,전체방문자(a+b),25764.0
20250916,동명동,현지인방문자(a),13332.0
20250917,동명동,외지인방문자(b),12904.0
20250917,동명동,전체방문자(a+b),26386.0
20250917,동명동,현지인방문자(a),13482.0
20250918,동명동,외지인방문자(b),13674.0
20250918,동명동,전체방문자(a+b),27069.0
20250918,동명동,현지인방문자(a),13394.0
20250919,동명동,외지인방문자(b),15292.0
20250919,동명동,전체방문자(a+b),28833.0
20250919,동명동,현지인방문자(a),13542.0
20250920,동명동,외지인방문자(b),20216.0
20250920,동명동,전체방문자(a+b),31104.0
20250920,동명동,현지인방문자(a),10888.0
20250921,동명동,외지인방문자(b),15614.0
20250921,동명동,전체방문자(a+b),25826.0
20250921,동명동,현지인방문자(a),10213.0
20250922,동명동,외지인방문자(b),13979.0
20250922,동명동,전체방문자(a+b),26901.0
20250922,동명동,현지인방문자(a),12922.0
20250923,동명동,외지인방문자(b),13226.0
20250923,동명동,전체방문자(a+b),26383.0
20250923,동명동,현지인방문자(a),13156.0
20250924,동명동,외지인방문자(b),13514.0
20250924,동명동,전체방문자(a+b),26656.0
20250924,동명동,현지인방문자(a),13142.0
20250925,동명동,외지인방문자(b),13772.0
20250925,동명동,전체방문자(a+b),26768.0
20250925,동명동,현지인방문자(a),12996.0
20250926,동명동,외지인방문자(b),16300.0
20250926,동명동,전체방문자(a+b),30110.0
20250926,동명동,현지인방문자(a),13811.0
20250927,동명동,외지인방문자(b),20482.0
20250927,동명동,전체방문자(a+b),31672.0
20250927,동명동,현지인방문자(a),11190.0
20250928,동명동,외지인방문자(b),14382.0
20250928,동명동,전체방문자(a+b),24535.0
20250928,동명동,현지인방문자(a),10154.0
20250929,동명동,외지인방문자(b),11574.0
20250929,동명동,전체방문자(a+b),24269.0
20250929,동명동,현지인방문자(a),12694.0
20250930,동명동,외지인방문자(b),14595.0
20250930,동명동,전체방문자(a+b),28350.0
20250930,동명동,현지인방문자(a),13755.0
