기준년월,행정동명,중분류,소비액(천원)
202501,지산2동,관광총소비,881881.0
202502,지산2동,관광총소비,992857.0
202503,지산2동,관광총소비,897600.0
202504,지산2동,관광총소비,1093468.0
202505,지산2동,관광총소비,1770294.0
202506,지산2동,관광총소비,1415968.0
202507,지산2동,관광총소비,1329333.0
202508,지산2동,관광총소비,1319290.0
202509,지산2동,관광총소비,1217801.0
202510,지산2동,관광총소비,1344070.0
202511,지산2동,관광총소비,1429496.0
202512,지산2동,관광총소비,1394423.0
202501,지산2동,호텔,134986.0
202501,지산2동,기타관광쇼핑,287207.0
202501,지산2동,기타레저,113266.0
202501,지산2동,육상운송,1299.0
202501,지산2동,뷰티,22201.0
202501,지산2동,일반외식업,253838.0
202501,지산2동,제과음료업,69086.0
202502,지산2동,호텔,65183.0
202502,지산2동,기타관광쇼핑,546820.0
202502,지산2동,육상운송,1294.0
202502,지산2동,기타레저,7742.0
202502,지산2동,뷰티,10054.0
202502,지산2동,일반외식업,297618.0
202502,지산2동,제과음료업,64145.0
202503,지산2동,호텔,68555.0
202503,지산2동,기타관광쇼핑,351572.0
202503,지산2동,기타레저,29569.0
202503,지산2동,육상운송,1505.0
202503,지산2동,뷰티,23346.0
202503,지산2동,일반외식업,334439.0
202503,지산2동,제과음료업,88616.0
202504,지산2동,호텔,57225.0
202504,지산2동,기타관광쇼핑,487970.0
202504,지산2동,육상운송,1805.0
202504,지산2동,기타레저,11707.0
202504,지산2동,뷰티,83615.0
202504,지산2동,일반외식업,368389.0
202504,지산2동,제과음료업,82758.0
202505,지산2동,호텔,115755.0
202505,지산2동,기타관광쇼핑,983420.0
202505,지산2동,기타레저,110356.0
202505,지산2동,육상운송,583.0
202505,지산2동,뷰티,76046.0
202505,지산2동,일반외식업,394048.0
202505,지산2동,제과음료업,90087.0
202506,지산2동,호텔,151217.0
202506,지산2동,기타관광쇼핑,813087.0
202506,지산2동,육상운송,697.0
202506,지산2동,기타레저,3739.0
202506,지산2동,뷰티,11036.0
202506,지산2동,일반외식업,350854.0
202506,지산2동,제과음료업,85337.0
202507,지산2동,호텔,22181.0
202507,지산2동,기타관광쇼핑,743730.0
202507,지산2동,육상운송,1108.0
202507,지산2동,기타레저,14502.0
202507,지산2동,뷰티,26726.0
202507,지산2동,일반외식업,410625.0
202507,지산2동,제과음료업,110461.0
202508,지산2동,호텔,47835.0
202508,지산2동,기타관광쇼핑,781686.0
202508,지산2동,육상운송,888.0
202508,지산2동,기타레저,17267.0
202508,지산2동,뷰티,11286.0
202508,지산2동,일반외식업,347116.0
202508,지산2동,제과음료업,113212.0
202509,지산2동,호텔,70157.0
202509,지산2동,기타관광쇼핑,733162.0
202509,지산2동,육상운송,1440.0
202509,지산2동,기타레저,9414.0
202509,지산2동,뷰티,17699.0
202509,지산2동,일반외식업,290473.0
202509,지산2동,제과음료업,95456.0
202510,지산2동,호텔,114411.0
202510,지산2동,기타관광쇼핑,800367.0
202510,지산2동,육상운송,1827.0
202510,지산2동,기타레저,13308.0
202510,지산2동,뷰티,31687.0
202510,지산2동,일반외식업,287478.0
202510,지산2동,제과음료업,94992.0
202511,지산2동,호텔,84688.0
202511,지산2동,기타관광쇼핑,777287.0
202511,지산2동,기타레저,118986.0
202511,지산2동,육상운송,1386.0
202511,지산2동,뷰티,21325.0
202511,지산2동,일반외식업,318418.0
202511,지산2동,제과음료업,107406.0
202512,지산2동,호텔,24699.0
202512,지산2동,기타관광쇼핑,871132.0
202512,지산2동,육상운송,1595.0
202512,지산2동,기타레저,11220.0
202512,지산2동,뷰티,34913.0
202512,지산2동,일반외식업,329823.0
202512,지산2동,제과음료업,121041.0
